"STNDR_DAYHMINSEC","MSNT_GPS_LAT","MSNT_GPS_LONG","CCTV_LOCA_EXPLN","PM25_CTRN_MM3","PM10_CTRN_MM3","NO2_CTRN_PPM","O3_CTRN_PPM","CO_CTRN_PPM","SO2_CTRN_PPM","RRGMNT_WGS84_LAT","RRGMNT_WGS84_LONG","RRGMNT_UTMK_Y_CRDNT","RRGMNT_UTMK_X_CRDNT","RRGMNT_1ST_TLLBADD","RRGMNT_2ND_TLLBADD","RRGMNT_3RD_TLLBADD"
"20251106001902","35.182542","128.125233","남강제지 앞","5.0","8.0","0.013","0.02","0.884","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106000902","35.182542","128.125233","남강제지 앞","5.0","8.0","0.013","0.02","0.84","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106000702","35.182542","128.125233","남강제지 앞","5.0","8.0","0.014","0.02","0.757","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106010002","35.182542","128.125233","남강제지 앞","5.0","8.0","0.012","0.02","1.218","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106000502","35.182542","128.125233","남강제지 앞","5.0","8.0","0.014","0.02","0.682","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106004902","35.182542","128.125233","남강제지 앞","5.0","8.0","0.013","0.02","1.274","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106001503","35.182542","128.125233","남강제지 앞","5.0","8.0","0.012","0.02","0.839","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106000601","35.182542","128.125233","남강제지 앞","5.0","8.0","0.014","0.02","0.71","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106000003","35.182542","128.125233","남강제지 앞","5.0","8.0","0.01","0.02","1.696","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106000302","35.182542","128.125233","남강제지 앞","5.0","8.0","0.014","0.02","0.681","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106004502","35.182542","128.125233","남강제지 앞","5.0","8.0","0.011","0.02","1.322","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106000102","35.182542","128.125233","남강제지 앞","5.0","8.0","0.013","0.02","0.68","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106005502","35.182542","128.125233","남강제지 앞","5.0","8.0","0.012","0.02","1.65","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106001202","35.182542","128.125233","남강제지 앞","5.0","8.0","0.013","0.02","0.838","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106000402","35.182542","128.125233","남강제지 앞","5.0","8.0","0.013","0.02","0.683","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106000202","35.182542","128.125233","남강제지 앞","5.0","8.0","0.014","0.02","0.683","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106002201","35.182542","128.125233","남강제지 앞","5.0","8.0","0.012","0.02","1.017","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106002902","35.182542","128.125233","남강제지 앞","5.0","8.0","0.01","0.02","1.502","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106004802","35.182542","128.125233","남강제지 앞","5.0","8.0","0.013","0.02","1.245","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106012003","35.182542","128.125233","남강제지 앞","5.0","8.0","0.017","0.021","2.472","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106001102","35.182542","128.125233","남강제지 앞","5.0","8.0","0.013","0.02","0.84","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106010301","35.182542","128.125233","남강제지 앞","5.0","8.0","0.014","0.02","2.283","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106003101","35.182542","128.125233","남강제지 앞","5.0","8.0","0.011","0.02","1.456","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106001802","35.182542","128.125233","남강제지 앞","5.0","8.0","0.013","0.02","0.863","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106000802","35.182542","128.125233","남강제지 앞","5.0","8.0","0.014","0.02","0.803","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106001302","35.182542","128.125233","남강제지 앞","5.0","8.0","0.012","0.02","0.841","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106021502","35.182542","128.125233","남강제지 앞","5.0","9.0","0.02","0.022","3.353","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106001002","35.182542","128.125233","남강제지 앞","5.0","8.0","0.013","0.02","0.791","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106013302","35.182542","128.125233","남강제지 앞","5.0","8.0","0.018","0.021","2.232","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106001702","35.182542","128.125233","남강제지 앞","5.0","8.0","0.012","0.02","0.846","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106003402","35.182542","128.125233","남강제지 앞","5.0","8.0","0.012","0.02","1.348","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106001402","35.182542","128.125233","남강제지 앞","5.0","8.0","0.012","0.02","0.836","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106003602","35.182542","128.125233","남강제지 앞","5.0","8.0","0.012","0.02","1.248","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106014202","35.182542","128.125233","남강제지 앞","5.0","7.0","0.018","0.021","2.156","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106005302","35.182542","128.125233","남강제지 앞","5.0","8.0","0.012","0.02","1.643","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106021202","35.182542","128.125233","남강제지 앞","5.0","8.0","0.02","0.022","3.338","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106002503","35.182542","128.125233","남강제지 앞","5.0","8.0","0.012","0.02","1.058","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106011102","35.182542","128.125233","남강제지 앞","6.0","9.0","0.017","0.021","2.281","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106003702","35.182542","128.125233","남강제지 앞","5.0","8.0","0.011","0.02","1.235","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106002601","35.182542","128.125233","남강제지 앞","5.0","8.0","0.012","0.02","1.263","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106001601","35.182542","128.125233","남강제지 앞","5.0","8.0","0.013","0.02","0.839","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106002002","35.182542","128.125233","남강제지 앞","5.0","8.0","0.013","0.02","0.869","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106030402","35.182542","128.125233","남강제지 앞","5.0","8.0","0.02","0.022","3.435","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106002302","35.182542","128.125233","남강제지 앞","5.0","8.0","0.012","0.02","1.054","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106013802","35.182542","128.125233","남강제지 앞","5.0","8.0","0.017","0.021","2.312","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106002102","35.182542","128.125233","남강제지 앞","5.0","8.0","0.012","0.02","0.967","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106025302","35.182542","128.125233","남강제지 앞","6.0","9.0","0.02","0.022","4.12","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106002402","35.182542","128.125233","남강제지 앞","5.0","8.0","0.012","0.02","1.089","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106014702","35.182542","128.125233","남강제지 앞","5.0","7.0","0.018","0.021","1.87","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106015702","35.182542","128.125233","남강제지 앞","7.0","12.0","0.019","0.021","2.005","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106005601","35.182542","128.125233","남강제지 앞","5.0","8.0","0.012","0.02","1.949","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106021702","35.182542","128.125233","남강제지 앞","6.0","9.0","0.017","0.022","3.347","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106002702","35.182542","128.125233","남강제지 앞","5.0","8.0","0.011","0.02","1.37","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106013902","35.182542","128.125233","남강제지 앞","5.0","8.0","0.018","0.021","2.28","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106004202","35.182542","128.125233","남강제지 앞","5.0","8.0","0.011","0.02","1.335","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106004002","35.182542","128.125233","남강제지 앞","5.0","8.0","0.011","0.02","1.268","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106003002","35.182542","128.125233","남강제지 앞","5.0","8.0","0.012","0.02","0.943","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106003502","35.182542","128.125233","남강제지 앞","5.0","8.0","0.011","0.02","1.386","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106030701","35.182542","128.125233","남강제지 앞","5.0","8.0","0.02","0.022","3.274","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106002802","35.182542","128.125233","남강제지 앞","5.0","8.0","0.011","0.02","1.465","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106014402","35.182542","128.125233","남강제지 앞","5.0","7.0","0.017","0.021","2.053","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106003902","35.182542","128.125233","남강제지 앞","5.0","8.0","0.011","0.02","1.289","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106025901","35.182542","128.125233","남강제지 앞","5.0","8.0","0.018","0.022","3.783","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106004602","35.182542","128.125233","남강제지 앞","5.0","8.0","0.011","0.02","1.25","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106015202","35.182542","128.125233","남강제지 앞","5.0","8.0","0.019","0.021","1.721","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106015902","35.182542","128.125233","남강제지 앞","7.0","12.0","0.019","0.021","2.17","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106011002","35.182542","128.125233","남강제지 앞","5.0","8.0","0.014","0.02","2.314","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106023902","35.182542","128.125233","남강제지 앞","6.0","10.0","0.02","0.022","4.564","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106003302","35.182542","128.125233","남강제지 앞","5.0","8.0","0.01","0.02","1.398","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106022302","35.182542","128.125233","남강제지 앞","6.0","10.0","0.02","0.022","3.582","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106005902","35.182542","128.125233","남강제지 앞","5.0","8.0","0.013","0.02","2.129","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106010202","35.182542","128.125233","남강제지 앞","5.0","8.0","0.014","0.021","2.273","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106005202","35.182542","128.125233","남강제지 앞","5.0","8.0","0.011","0.02","1.544","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106005702","35.182542","128.125233","남강제지 앞","5.0","8.0","0.011","0.02","1.997","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106032102","35.182542","128.125233","남강제지 앞","6.0","10.0","0.017","0.022","3.581","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106003202","35.182542","128.125233","남강제지 앞","5.0","8.0","0.01","0.02","1.43","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106014902","35.182542","128.125233","남강제지 앞","5.0","8.0","0.018","0.021","1.773","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106004302","35.182542","128.125233","남강제지 앞","5.0","8.0","0.01","0.02","1.335","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106033202","35.182542","128.125233","남강제지 앞","6.0","9.0","0.016","0.022","3.865","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106005003","35.182542","128.125233","남강제지 앞","5.0","8.0","0.012","0.02","1.268","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106020902","35.182542","128.125233","남강제지 앞","5.0","9.0","0.021","0.022","3.223","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106020202","35.182542","128.125233","남강제지 앞","6.0","9.0","0.021","0.022","2.351","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106011302","35.182542","128.125233","남강제지 앞","5.0","8.0","0.016","0.021","2.29","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106024601","35.182542","128.125233","남강제지 앞","6.0","10.0","0.02","0.022","4.331","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106003802","35.182542","128.125233","남강제지 앞","5.0","8.0","0.011","0.02","1.256","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106022802","35.182542","128.125233","남강제지 앞","5.0","8.0","0.02","0.022","3.995","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106010402","35.182542","128.125233","남강제지 앞","5.0","8.0","0.013","0.02","2.297","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106014802","35.182542","128.125233","남강제지 앞","5.0","8.0","0.019","0.021","1.819","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106013602","35.182542","128.125233","남강제지 앞","5.0","8.0","0.017","0.021","2.324","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106010902","35.182542","128.125233","남강제지 앞","5.0","8.0","0.015","0.021","2.314","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106032902","35.182542","128.125233","남강제지 앞","6.0","9.0","0.016","0.022","4.069","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106005402","35.182542","128.125233","남강제지 앞","5.0","8.0","0.013","0.02","1.765","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106022202","35.182542","128.125233","남강제지 앞","5.0","8.0","0.021","0.022","3.44","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106004701","35.182542","128.125233","남강제지 앞","5.0","8.0","0.012","0.02","1.236","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106033502","35.182542","128.125233","남강제지 앞","5.0","9.0","0.017","0.022","3.771","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106005802","35.182542","128.125233","남강제지 앞","5.0","8.0","0.012","0.02","2.052","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106021902","35.182542","128.125233","남강제지 앞","5.0","9.0","0.018","0.022","3.406","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106021402","35.182542","128.125233","남강제지 앞","6.0","9.0","0.02","0.022","3.355","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106011502","35.182542","128.125233","남강제지 앞","5.0","8.0","0.016","0.021","2.29","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106025101","35.182542","128.125233","남강제지 앞","5.0","8.0","0.02","0.022","4.118","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106004101","35.182542","128.125233","남강제지 앞","5.0","8.0","0.011","0.02","1.333","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106041003","35.182542","128.125233","남강제지 앞","7.0","11.0","0.016","0.022","2.924","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106010702","35.182542","128.125233","남강제지 앞","6.0","9.0","0.014","0.02","2.316","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106020802","35.182542","128.125233","남강제지 앞","6.0","9.0","0.021","0.022","3.013","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106014102","35.182542","128.125233","남강제지 앞","5.0","7.0","0.019","0.021","2.196","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106011402","35.182542","128.125233","남강제지 앞","5.0","8.0","0.016","0.02","2.299","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106034003","35.182542","128.125233","남강제지 앞","6.0","10.0","0.017","0.022","3.484","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106011202","35.182542","128.125233","남강제지 앞","5.0","8.0","0.016","0.021","2.279","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106023003","35.182542","128.125233","남강제지 앞","6.0","9.0","0.02","0.022","3.321","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106005101","35.182542","128.125233","남강제지 앞","5.0","8.0","0.011","0.02","1.442","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106033702","35.182542","128.125233","남강제지 앞","7.0","11.0","0.016","0.022","3.508","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106010503","35.182542","128.125233","남강제지 앞","5.0","8.0","0.014","0.021","2.286","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106024102","35.182542","128.125233","남강제지 앞","5.0","8.0","0.021","0.022","4.56","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106023102","35.182542","128.125233","남강제지 앞","5.0","8.0","0.021","0.022","4.177","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106011802","35.182542","128.125233","남강제지 앞","5.0","8.0","0.016","0.021","2.563","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106030502","35.182542","128.125233","남강제지 앞","5.0","8.0","0.019","0.022","3.527","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106004402","35.182542","128.125233","남강제지 앞","5.0","8.0","0.011","0.02","1.32","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106042202","35.182542","128.125233","남강제지 앞","5.0","9.0","0.016","0.022","2.984","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106012402","35.182542","128.125233","남강제지 앞","5.0","8.0","0.017","0.021","2.374","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106022502","35.182542","128.125233","남강제지 앞","6.0","9.0","0.02","0.022","3.696","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106015503","35.182542","128.125233","남강제지 앞","5.0","8.0","0.019","0.021","1.767","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106011902","35.182542","128.125233","남강제지 앞","5.0","8.0","0.017","0.021","2.533","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106034302","35.182542","128.125233","남강제지 앞","8.0","13.0","0.017","0.022","3.45","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106011602","35.182542","128.125233","남강제지 앞","5.0","8.0","0.016","0.021","2.342","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106023302","35.182542","128.125233","남강제지 앞","6.0","9.0","0.02","0.022","4.3","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106010102","35.182542","128.125233","남강제지 앞","5.0","8.0","0.015","0.021","2.265","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106042902","35.182542","128.125233","남강제지 앞","6.0","9.0","0.016","0.022","3.425","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106010601","35.182542","128.125233","남강제지 앞","5.0","8.0","0.013","0.02","2.317","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106025503","35.182542","128.125233","남강제지 앞","6.0","9.0","0.02","0.022","4.117","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106025802","35.182542","128.125233","남강제지 앞","5.0","8.0","0.019","0.022","3.858","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106012101","35.182542","128.125233","남강제지 앞","5.0","8.0","0.016","0.021","2.471","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106032702","35.182542","128.125233","남강제지 앞","6.0","9.0","0.017","0.022","4.213","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106012202","35.182542","128.125233","남강제지 앞","5.0","8.0","0.017","0.021","2.438","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106044902","35.182542","128.125233","남강제지 앞","5.0","8.0","0.015","0.022","3.914","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106012602","35.182542","128.125233","남강제지 앞","5.0","8.0","0.016","0.021","2.301","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106030902","35.182542","128.125233","남강제지 앞","5.0","8.0","0.019","0.022","3.293","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106020302","35.182542","128.125233","남강제지 앞","5.0","8.0","0.02","0.022","2.402","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106015302","35.182542","128.125233","남강제지 앞","5.0","8.0","0.019","0.021","1.75","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106041802","35.182542","128.125233","남강제지 앞","7.0","12.0","0.016","0.022","2.81","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106011702","35.182542","128.125233","남강제지 앞","5.0","8.0","0.017","0.021","2.441","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106024402","35.182542","128.125233","남강제지 앞","7.0","11.0","0.02","0.022","4.43","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106012302","35.182542","128.125233","남강제지 앞","5.0","8.0","0.017","0.021","2.406","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106044802","35.182542","128.125233","남강제지 앞","5.0","8.0","0.016","0.022","3.881","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106010802","35.182542","128.125233","남강제지 앞","5.0","8.0","0.014","0.02","2.321","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106030003","35.182542","128.125233","남강제지 앞","6.0","9.0","0.02","0.022","3.789","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106031601","35.182542","128.125233","남강제지 앞","5.0","8.0","0.019","0.022","3.395","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106013202","35.182542","128.125233","남강제지 앞","5.0","8.0","0.017","0.021","2.212","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106043402","35.182542","128.125233","남강제지 앞","5.0","8.0","0.016","0.022","3.612","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106015803","35.182542","128.125233","남강제지 앞","9.0","14.0","0.019","0.021","2.079","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
"20251106045002","35.182542","128.125233","남강제지 앞","5.0","8.0","0.016","0.022","3.751","0.0","35.182542","128.125233","1687650.5326457182","1056926.934784915","대전광역시","유성구","상대동"
